org_type,district_id,name,address,city,state_abbr,zip,phone,grade_low,grade_high,lea_type_code,state_fips,website,school_count,total_enrollment,diocese_code,primary_state,states,dio_website
district,0200485,Lake and Peninsula Borough School District,101 Jensen Dr,King Salmon,AK,99613,(907)246-4280,PK,12,1,02,http://www.lpsd.com,11,0,,,,
district,0200510,Matanuska-susitna Borough School District,501 N Gulkana St,Palmer,AK,99645,(907)746-9200,PK,12,1,02,http://www.matsuk12.us,49,0,,,,
district,0200520,Iditarod Area School District,90 Chinana Ave,Mcgrath,AK,99627,(907)574-0207,PK,12,1,02,http://www.iditarodsd.org,8,0,,,,
district,0200525,Annette Island School District,89a 4th Ave,Metlakatla,AK,99926,(907)886-6332,PK,12,1,02,http://www.aisdk12.org,3,0,,,,
district,0200540,Nenana City School District,406 E 2nd St,Nenana,AK,99760,(907)832-5464,PK,12,1,02,http://www.nenanalynx.org,2,0,,,,
district,0200570,Nome Public Schools,Mile 3.5 Nome-teller Hwy,Nome,AK,99762,(907)443-2231,PK,12,1,02,http://www.nomeschools.org,4,0,,,,
district,0200600,Fairbanks North Star Borough School District,520 Fifth Ave,Fairbanks,AK,99701,(907)452-2000,PK,12,1,02,http://www.k12northstar.org,37,0,,,,
district,0200610,North Slope Borough School District,829 Aivik St,Utqiagvik,AK,99723,(907)852-5311,PK,12,1,02,http://www.nsbsd.org,11,0,,,,
district,0200625,Northwest Arctic Borough School District,776 Third Ave,Kotzebue,AK,99752,(907)442-1802,PK,12,1,02,http://www.nwarctic.org,13,0,,,,
district,0200630,Pelican City School District,14 Chum Way,Pelican,AK,99832,(907)735-2236,KG,12,1,02,http://www.pelicanschool.org,1,0,,,,
district,0200660,Petersburg Borough School District,201 Charles W St,Petersburg,AK,99833,(907)526-7656,PK,12,1,02,http://www.pcsd.us,3,0,,,,
district,0200670,Pribilof School District,930 Tolstoi Blvd,St. Paul Island,AK,99660,(907)546-3327,PK,12,1,02,http://www.pribilofsd.org,2,0,,,,
district,0200680,Saint Mary's School District,1 Dixon Circle,Saint Mary's,AK,99658,(907)438-2411,PK,12,1,02,http://www.smcsd.us,1,0,,,,
district,0200690,Skagway School District,1563 Main St,Skagway,AK,99840,(907)983-2960,PK,12,1,02,http://www.skagwayschool.org,1,0,,,,
district,0200700,Southeast Island School District,1010 Sandy Beach Rd,Thorne Bay,AK,99919,(907)828-8254,PK,12,1,02,http://www.sisd.org,8,0,,,,
district,0200710,Southwest Region School District,574 Kenny Wren Rd,Dillingham,AK,99576,(907)842-5287,PK,12,1,02,http://www.swrsd.org,8,0,,,,
district,0200715,Tanana City School District,Closed,Closed,AK,99709,(907)374-9416,,,1,02,http://aktcsd.org,1,0,,,,
district,0200720,Unalaska City School District,55 E Broadway St,Unalaska,AK,99685,(907)581-3151,PK,12,1,02,http://www.ucsd.net,2,0,,,,
district,0200730,Chatham School District,500 Big Dog Salmon Way,Angoon,AK,99820,(907)788-3302,PK,12,1,02,http://www.chathamsd.org,4,0,,,,
district,0200760,Kuspuk School District,100 Boundary Ave,Aniak,AK,99557,(907)675-4250,PK,12,1,02,http://www.kuspuk.org,9,0,,,,
district,0200770,Denali Borough School District,1 Suntrana St,Healy,AK,99743,(907)683-2278,PK,12,1,02,http://www.dbsd.org,4,0,,,,
district,0200775,Yukon Flats School District,123 Hill St,Ft. Yukon,AK,99740,(907)662-2515,PK,12,1,02,http://yfsd.org,6,0,,,,
district,0200780,Valdez City School District,1112 W Klutina,Valdez,AK,99686,(907)835-4357,PK,12,1,02,http://www.valdezcityschools.org,3,0,,,,
district,0200800,Chugach School District,9312 Vanguard Dr Ste 100,Anchorage,AK,99507,(907)522-7400,PK,12,1,02,http://chugachschooldistrict.com,4,0,,,,
district,0200810,Wrangell Public School District,350 Bennett St,Wrangell,AK,99929,(907)874-2347,PK,12,1,02,http://www.wpsd.us/,3,0,,,,
district,0200840,Yakutat School District,429 Forest Hwy,Yakutat,AK,99689,(907)784-3317,PK,12,1,02,http://www.yakutatschools.org,2,0,,,,
district,0200862,Yukon-koyukuk School District,4762 Old Airport Way,Fairbanks,AK,99709,(907)374-9416,PK,12,1,02,http://www.yksd.com,11,0,,,,
district,0400001,Cave Creek Unified District (4244),33016 N 60th St,Scottsdale,AZ,85266,(480)575-2000,PK,12,1,04,http://www.ccusd93.org,9,0,,,,
district,0400003,Chino Valley Unified District (4474),650 E Center St,Chino Valley,AZ,86323,(928)636-2458,PK,12,1,04,http://www.chinovalleyschools.com/,4,0,,,,
district,0400004,Clarkdale-jerome Elementary District (4486),1615 Main St,Clarkdale,AZ,86324,(928)634-5035,PK,08,1,04,http://www.cjsd.k12.az.us/,2,0,,,,
district,0400005,Salome Consolidated Elementary District (4514),38128 Saguaro & Main,Salome,AZ,85348,(928)859-3339,PK,08,1,04,http://www.salomek8.org,1,0,,,,
district,0400016,Center for Academic Success Inc. (4191),900 Carmelita Dr,Sierra Vista,AZ,85635,(520)458-4200,KG,12,7,04,http://casschools.com/,5,0,,,,
district,0400018,Pine Forest Education Association Inc. (4201),1120 W Kaibab Ln,Flagstaff,AZ,86001,(928)779-9880,KG,08,7,04,http://www.pineforestschool.org,1,0,,,,
district,0400019,Flagstaff Arts and Leadership Academy (4202),3401 N Fort Valley Rd,Flagstaff,AZ,86001,(928)779-7223,06,12,7,04,http://www.flagarts.com,1,0,,,,
district,0400020,Flagstaff Montessori (4205),850 N Locust St,Flagstaff,AZ,86001,(928)226-1212,KG,08,7,04,,1,0,,,,
district,0400021,Colorado City Unified District (4370),325 North Cottonwood St,Colorado City,AZ,86021,(928)875-9000,PK,12,1,04,http://www.ccschools.us,4,0,,,,
district,0400022,Vernon Elementary District (4162),90 Crn 3139,Vernon,AZ,85940,(928)537-5463,PK,08,1,04,http://www.vernon.k12.az.us,1,0,,,,
district,0400023,Pinon Unified District (4390),Navajo Hwy 41,Pinon,AZ,86510,(928)725-3450,PK,12,1,04,http://www.pusdatsa.org,4,0,,,,
district,0400026,Heber-overgaard Unified District (4392),3375 Buckskin Canyon Rd,Heber,AZ,85928,(928)535-4622,PK,12,1,04,http://www.heberovergaardschools.org,4,0,,,,
district,0400028,Triumphant Learning Center (4225),201 E Main St,Safford,AZ,85546,(928)348-8422,KG,08,7,04,,1,0,,,,
district,0400031,Ridgeline Academy Inc. (4301),33625 N North Valley Pkwy,Phoenix,AZ,85085,(623)223-1335,KG,12,7,04,http://www.ridgelineacademy.org,1,0,,,,
district,0400033,The Boys & Girls Clubs of the Valley (4305),221 W 6th Ave,Mesa,AZ,85210,(480)844-3965,KG,08,7,04,http://www.mesaartsacademy.org/,1,0,,,,
district,0400034,Reid Traditional Schools' Valley Academy Inc. (4306),14841 N Black Canyon Hwy,Phoenix,AZ,85023,(623)478-2344,KG,08,7,04,http://ValleyAcademy.com,1,0,,,,
district,0400037,Twenty First Century Charter School Inc. Bennett (4310),2930 W Bethany Home Rd,Phoenix,AZ,85017,(602)943-1317,KG,08,7,04,http://www.bennettacademy.com,2,0,,,,
district,0400040,Step up Schools Inc. (4313),44 E 5th St,Mesa,AZ,85201,(480)344-2600,KG,08,7,04,http://www.stepupschoolsmesa.org,1,0,,,,
district,0400041,Maricopa County Community College District Dba Gat (4314),108 N 40th St,Phoenix,AZ,85034,(602)286-8759,09,12,7,04,,1,0,,,,
district,0400043,New School for the Arts (4316),1216 E Apache Blvd,Tempe,AZ,85281,(480)252-5414,09,12,7,04,http://www.aznsa.com/,1,0,,,,
district,0400047,Salt River Pima-maricopa Community Schools (4320),4827 N Country Club Dr,Scottsdale,AZ,85256,(480)362-2500,09,12,7,04,http://saltriverschools.org,1,0,,,,
district,0400052,Espiritu Community Development Corp. (4335),4848 S 2nd St,Phoenix,AZ,85040,(602)243-7788,07,12,7,04,http://www.espiritu.org,1,0,,,,
district,0400053,Heritage Academy Inc. (4336),32 S Center St,Mesa,AZ,85210,(480)969-5641,KG,12,7,04,http://www.hamesa.com,3,0,,,,
district,0400054,Villa Montessori Charter School (4339),2802 E Meadowbrook Ave,Phoenix,AZ,85016,(602)955-2210,KG,08,7,04,http://www.villamontessori.com,1,0,,,,
district,0400055,Edupreneurship Inc. (4341),2632 W Augusta Ave,Phoenix,AZ,85051,(602)973-8998,,,7,04,http://www.escswarm.com,1,0,,,,
district,0400056,Arizona School for the Arts (4345),1410 N 3rd St,Phoenix,AZ,85004,(602)257-1444,05,12,7,04,http://www.goasa.org,1,0,,,,
district,0400057,Arizona Center for Youth Resources (4346),649 N 6th Ave,Phoenix,AZ,85003,(602)252-6721,09,12,7,04,http://www.acyraz.org,1,0,,,,
district,0400061,Intelli-school Inc. (4352),2222 W Northern Ave Ste A110,Phoenix,AZ,85021,(602)564-7380,09,12,7,04,http://www.intellischool.org,2,0,,,,
district,0400065,Benjamin Franklin Charter School - Queen Creek (4355),22951 S Power Rd,Queen Creek,AZ,85142,(480)264-3710,KG,12,7,04,http://www.bfcsaz.com,4,0,,,,
district,0400067,Victory High School Inc. (4358),1650 W Southern Ave,Phoenix,AZ,85041,(602)243-7583,,,7,04,http://www.victoryhigh.com,1,0,,,,
district,0400068,Montessori Day Public Schools Chartered Inc. (4359),9201 N 7th Ave,Phoenix,AZ,85021,(602)943-7672,KG,08,7,04,http://mdpsc.org/,2,0,,,,
district,0400069,Khalsa Montessori Elementary Schools (4360),2536 N 3rd St,Phoenix,AZ,85004,(602)252-3759,KG,08,7,04,http://www.khalsamontessori.org,1,0,,,,
district,0400070,Tempe Preparatory Academy (4361),1251 E Southern Ave,Tempe,AZ,85282,(480)839-3402,06,12,7,04,http://tempeprep.org/,1,0,,,,
district,0400071,Bright Beginnings School Inc. (4362),400 N Andersen Blvd,Chandler,AZ,85224,(480)821-1404,KG,06,7,04,http://www.bbschl.com,1,0,,,,
district,0400072,Montessori Education Centre Charter School (4363),2834 E Southern Ave,Mesa,AZ,85204,(480)926-8375,KG,07,7,04,http://www.montessorictr.org,2,0,,,,
district,0400074,Kingman Academy of Learning (4383),3410 N Burbank St,Kingman,AZ,86409,(928)681-2400,KG,12,7,04,http://www.kaolaz.org,4,0,,,,
district,0400075,Young Scholars Academy Charter School Corp. (4385),1501 E Valencia Rd,Bullhead City,AZ,86426,(928)704-1100,KG,08,7,04,,1,0,,,,
district,0400077,Career Development Inc. (4400),1300 N Centennial Blvd,Taylor,AZ,85939,(928)536-4222,07,12,7,04,http://www.naacharter.org/,1,0,,,,
district,0400078,Edge School Inc. the (4421),2555 E 1st St,Tucson,AZ,85716,(520)881-1389,09,12,7,04,http://www.edgehighschool.org/,2,0,,,,
district,0400079,Tucson Youth Development/ace Charter High School (4422),1901 N Stone Ave,Tucson,AZ,85705,(520)623-5843,09,12,7,04,http://www.tucsonyouth.org,2,0,,,,
district,0400081,Presidio School (4425),1695 E Fort Lowell Rd,Tucson,AZ,85719,(520)881-5222,KG,12,7,04,http://www.presidioschool.com,1,0,,,,
district,0400082,Colorado River Union High School District (4381),1004 Hancock Rd # 200,Bullhead City,AZ,86442,(928)758-3916,09,12,1,04,http://www.cruhsd.org/,3,0,,,,
district,0400083,Portable Practical Educational Preparation Inc. ( (4431),1840 E Benson Hwy,Tucson,AZ,85714,(520)741-4383,09,12,7,04,http://www.ppeptechs.org/,7,0,,,,
district,0400089,Sedona Charter School Inc. (4492),165 Kachina Dr,Sedona,AZ,86336,(928)204-6464,KG,08,7,04,http://www.sedonacharterschool.com,1,0,,,,
district,0400090,Mingus Springs Charter School (4493),3600 Sunset Dr,Chino Valley,AZ,86323,(928)636-4766,KG,08,7,04,http://www.mingusspringsschool.org,1,0,,,,
district,0400092,Franklin Phonetic Primary School Inc. (4495),6116 East Highway 69,Prescott Valley,AZ,86314,(928)775-6747,KG,08,7,04,,1,0,,,,
district,0400093,Skyview School Inc. (4496),125 S Rush St,Prescott,AZ,86303,(928)776-1730,KG,08,7,04,http://www.skyviewschool.org,1,0,,,,
district,0400094,Az-tec High School (4508),2330 W 28th St,Yuma,AZ,85364,(928)314-1918,,,7,04,http://www.aztechs.org/,1,0,,,,
district,0400095,Yuma Private Industry Council Inc. (4509),3834 W 16th St,Yuma,AZ,85364,(928)329-0990,09,12,7,04,http://chs.ypic.com/,1,0,,,,
district,0400096,Mountain School Inc. (4203),311 W Cattle Drive Trl,Flagstaff,AZ,86005,(928)779-2392,KG,06,7,04,http://www.mountaincharterschool.com,1,0,,,,
district,0400097,Northland Preparatory Academy (4204),3300 E Sparrow Ave,Flagstaff,AZ,86004,(928)214-8776,06,12,7,04,http://www.northlandprep.org,1,0,,,,
district,0400098,Flagstaff Junior Academy (4207),306 W Cedar Ave,Flagstaff,AZ,86001,(928)774-6007,KG,08,7,04,http://www.fjacademy.com,1,0,,,,
district,0400099,Liberty High School (4216),1300 E Cedar St,Globe,AZ,85501,(928)402-8024,07,12,7,04,http://www.liberty-high.net,1,0,,,,
district,0400100,Ball Charter Schools (hearn) (4294),17606 N 7th Ave,Phoenix,AZ,85023,(602)896-9160,KG,08,7,04,http://www.ballcharterschools.org,1,0,,,,
district,0400102,Friendly House Inc. (4303),802 S 1st Ave,Phoenix,AZ,85003,(602)257-1870,KG,08,7,04,,1,0,,,,
district,0400103,Ombudsman Educational Services Ltd.a Subsidiary (4323),3624 West Bell Road Suite 4-6,Glendale,AZ,85308,(602)840-2997,06,12,7,04,http://az.ombudsman.com/about-ombudsman-arizona-charter/,8,0,,,,
district,0400106,Arizona Agribusiness & Equine Center Inc. (4331),3775 E Union Hills Dr,Phoenix,AZ,85050,(602)297-8500,09,12,7,04,http://www.aaechighschools.com,1,0,,,,
district,0400107,International Commerce Secondary Schools Inc. (4334),3345 South Rural Road,Tempe,AZ,85282,(480)317-5900,09,12,7,04,http://www.humsci.org,2,0,,,,
district,0400108,Humanities and Sciences Academy of the United Stat (4337),3345 South Rural Road,Tempe,AZ,85282,(480)317-5900,09,12,7,04,http://www.humsci.org,3,0,,,,
district,0400109,Phoenix Advantage Charter School Inc. (4338),3738 N 16th St,Phoenix,AZ,85016,(602)263-8777,,,7,04,http://www.phoenixadvantage.org,1,0,,,,
district,0400111,Allen-cochran Enterprises Inc. (4347),1700 E Elliot Rd Ste 9,Tempe,AZ,85284,(480)632-1940,KG,08,7,04,http://ceeschool@gmail.com,1,0,,,,
district,0400112,American Leadership Academy Inc. (4348),6913 E Rembrandt Ave Ste 2,Mesa,AZ,85212,(480)420-2101,KG,12,7,04,http://www.alaschools.org/,14,0,,,,
district,0400113,Fountain Hills Charter School (4356),16811 E El Pueblo Blvd,Fountain Hls,AZ,85268,(480)837-0046,,,7,04,,1,0,,,,
district,0400115,Hermosa Montessori Charter School (4426),12051 E Fort Lowell Rd,Tucson,AZ,85749,(520)749-5518,KG,08,7,04,http://N/A,1,0,,,,
district,0400120,Arizona Department of Corrections (8336),1601 W Jefferson St,Phoenix,AZ,85007,(602)542-5497,PK,12,5,04,,0,0,,,,
district,0400121,Accelerated Learning Center Inc. (4297),4105 E Shea Blvd,Phoenix,AZ,85028,(602)485-0309,09,12,7,04,http://acceleratedlearningcenteraz.com,1,0,,,,
district,0400122,Acclaim Charter School (4325),7624 W Indian School Rd,Phoenix,AZ,85033,(623)256-5267,KG,08,7,04,http://www.acclaimacademy.org,1,0,,,,
district,0400124,Genesis Program Inc. (4332),525 E Mcdowell Rd,Phoenix,AZ,85004,(602)254-8050,09,12,7,04,http://www.genesiscity.org,1,0,,,,
district,0400126,Montessori Schoolhouse of Tucson Inc. (4428),1301 E Fort Lowell Rd,Tucson,AZ,85719,(520)319-8668,KG,08,7,04,http://themontessorischoolhouse.com/,2,0,,,,
district,0400129,Accelerated Elementary and Secondary Schools (6364),5245 N Camino De Oeste,Tucson,AZ,85745,(520)743-2256,,,7,04,,0,0,,,,
district,0400130,Edkey Inc. Dba American Heritage Academy (6365),2030 E Cherry St,Cottonwood,AZ,86326,(928)634-2144,KG,12,7,04,http://www.americanheritageacademy.org/home,2,0,,,,
district,0400131,The Charter Foundation Inc. (6355),1150 N Country Club Rd,Tucson,AZ,85716,(520)296-1100,KG,12,7,04,http://www.amerischools.org,5,0,,,,
district,0400134,Basis Charter Schools Inc. (6361),7975 N Hayden Rd Ste B100,Scottsdale,AZ,85258,(520)326-6367,KG,12,7,04,http://enrollbasis.com/tucson-primary/,1,0,,,,
district,0400135,Challenge School Inc. (6362),5801 W Greenbriar Dr,Glendale,AZ,85308,(602)938-5411,KG,06,7,04,http://www.challengecharterschool.net/,1,0,,,,
district,0400141,Discovery Plus Academy (6357),852 W 250 N,Pima,AZ,85543,(928)485-2498,KG,05,7,04,http://myweb.cableone.net/discplus1/,1,0,,,,
district,0400144,Cplc Community Schools (4300),715 West Mariposa Street,Phoenix,AZ,85013,(602)274-7318,09,12,7,04,http://www.flocrit.org/,1,0,,,,
district,0400145,Gem Charter School Inc. (6372),1704 N Center St,Mesa,AZ,85201,(480)599-0137,,,7,04,http://www.gemcharter.com,1,0,,,,
district,0400147,Ha:san Educational Services (6369),1333 E 10th St,Tucson,AZ,85719,(520)882-8826,09,12,7,04,http://www.hasanprep.org,1,0,,,,
district,0400149,Kaizen Education Foundation Dba El Dorado High Sch (4342),6150 N 16th St Ste A,Phoenix,AZ,85016,(602)953-2933,09,12,7,04,http://www.edhswolverines.com/,2,0,,,,
district,0400150,Mexicayotl Academy Inc. (4463),850 N Morley Ave,Nogales,AZ,85621,(520)287-6790,KG,08,7,04,,2,0,,,,
district,0400151,New Horizon School for the Performing Arts (4366),446 E Broadway Rd,Mesa,AZ,85204,(605)697-5471,KG,06,7,04,http://www.nhorizon.net,1,0,,,,
district,0400153,Phoenix School of Academic Excellence the (6379),5312 N 12th St Ste 302,Phoenix,AZ,85014,(602)241-7876,07,12,7,04,http://www.phoenixschoolofacademicexcellence.com,1,0,,,,
district,0400154,Shonto Governing Board of Education Inc. (6353),East Highway 160/98,Shonto,AZ,86054,(928)672-3525,09,12,7,04,http://www.shontoprep.org,1,0,,,,
district,0400157,Edkey Inc. - Sequoia Choice Schools (4329),1460 S Horne,Mesa,AZ,85204,(480)461-3222,KG,12,7,04,http://www.sequoiachoice.org/,2,0,,,,
district,0400159,Tucson Preparatory School (6374),104 E Prince Rd,Tucson,AZ,85705,(520)622-4185,09,12,7,04,http://www.tucsonprepschool.org,1,0,,,,
district,0400160,Vision Charter School Inc. (4430),5901 South Calle Santa Cruz,Tucson,AZ,85709,(520)444-0241,,,7,04,,0,0,,,,
district,0400163,Coconino County Accommodation School District (10386),2384 N. Steves Blvd.,Flagstaff,AZ,86004,(928)526-5570,KG,12,1,04,http://www.ccasdaz.org/,3,0,,,,
district,0400165,Keystone Montessori Charter School Inc. (10878),1025 E Liberty Ln,Phoenix,AZ,85048,(480)460-7312,01,09,7,04,http://www.keystonemontessori.com/,1,0,,,,
district,0400178,Greenlee Alternative School District (4226),247 N Coronado,Clifton,AZ,85533,(928)865-2822,,,1,04,,0,0,,,,
district,0400181,Benchmark School Inc. (10972),4120 E Acoma Dr,Phoenix,AZ,85032,(602)765-3582,KG,06,7,04,http://www.benchmarkbobcats.org,1,0,,,,
district,0400182,Cambridge Academy East Inc (78888),9412 E Brown Rd,Mesa,AZ,85207,(480)641-2828,KG,08,7,04,http://cambridgeacademyaz.com/,2,0,,,,
district,0400184,Ball Charter Schools (dobson) (79204),2207 N Dobson Rd,Chandler,AZ,85224,(480)855-6325,KG,08,7,04,http://www.dobsonacademy.org,1,0,,,,
district,0400185,Pioneer Technology & Arts Academy of Arizona (4340),1903 E Roeser Rd,Phoenix,AZ,85040,(602)305-8865,KG,08,7,04,http://www.ptaaschoolaz.org/,1,0,,,,
district,0400187,Stepping Stones Academy (10966),35812 N 7th St,Phoenix,AZ,85086,(623)465-4910,KG,08,7,04,http://www.steppingstonesacademy.org,1,0,,,,
district,0400190,Liberty Traditional Charter School (10968),4027 N 45th Ave,Phoenix,AZ,85031,(602)442-8791,KG,08,7,04,http://ltsarizona.org,4,0,,,,
district,0400191,Fit Kids Inc. Dba Champion Schools (78783),7900 S Jesse Owens Pkwy,Phoenix,AZ,85042,(602)341-6527,KG,08,7,04,http://www.championschools.org,3,0,,,,
district,0400197,Northern Arizona Vocational Institute of Technolog (78786),951 W Snowflake Blvd,Snowflake,AZ,85937,(928)536-6100,06,12,9,04,http://www.navitschool.org/,19,0,,,,
district,0400201,Pima County (4420),175 W Irvington Rd,Tucson,AZ,85714,(520)724-9740,,,7,04,http://www.pimavocational.org,1,0,,,,
district,0400202,Academy of Tucson Inc. (78897),10720 E 22nd St,Tucson,AZ,85748,(520)733-0096,KG,12,7,04,http://www.academyoftucson.com/,3,0,,,,
district,0400204,Mountain Rose Academy Inc. (10879),3686 W Orange Grove Rd Ste 192,Tucson,AZ,85741,(520)797-4884,09,12,7,04,http://www.go2rose.com,1,0,,,,
district,0400205,Great Expectations Academy (10974),1466 W Camino Antigua,Sahuarita,AZ,85629,(520)399-2121,KG,08,7,04,http://www.geageckos.org/,1,0,,,,
district,0400208,Mountain Oak Charter School Inc. (78873),1455 Willow Creek Rd,Prescott,AZ,86301,(928)541-7700,KG,08,7,04,http://www.mountainoakschool.org,1,0,,,,
district,0400209,Park View School Inc. (10970),9030 E Florentine Rd,Prescott Valley,AZ,86314,(928)775-5115,,,7,04,http://www.parkviewschool.org/,2,0,,,,
district,0400210,Painted Pony Ranch Charter School (10967),2100 Willow Creek Rd,Prescott,AZ,86301,(928)776-1212,KG,08,7,04,http://www.willowcreekcharter.com,1,0,,,,
district,0400211,Mary Ellen Halvorson Educational Foundation. Dba: (10965),5522 Side Rd,Prescott,AZ,86301,(928)777-0403,05,12,7,04,http://www.tricityprep.org,1,0,,,,
district,0400212,Benson Unified School District (79226),360 S Patagonia St,Benson,AZ,85602,(520)720-6700,PK,12,1,04,http://www.bensonsd.k12.az.us/,5,0,,,,
district,0400213,Painted Desert Demonstration Projects Inc. (79086),145 Leupp Rd,Flagstaff,AZ,86004,(602)412-3533,KG,08,7,04,,1,0,,,,
district,0400217,Little Lamb Community School (79050),12990 E Shea Blvd,Scottsdale,AZ,85259,(480)699-4950,KG,08,7,04,http://www.missionmontessori.com,1,0,,,,
