website,site_title,fax_numbers,found_on,errors
http://salmoncreek.vansd.org,Salmon Creek Elementary School – Home of the Huskies,360-313-2801; 360-313-2800; 360-313-2803; 360-313-5400,http://salmoncreek.vansd.org; http://salmoncreek.vansd.org,Error fetching http://salmoncreek.vansd.org/contact: HTTPError; Error fetching http://salmoncreek.vansd.org/contact-us: HTTPError; Error fetching http://salmoncreek.vansd.org/contactus: HTTPError; Error fetching http://salmoncreek.vansd.org/directory: HTTPError
http://arts.vansd.org,Vancouver School of Arts and Academics – Where arts and academics are integrated,360-313-4600; 360-313-4601; 360-313-4603; 360-313-1401; 360-313-4602; 360-313-4630; 360-313-4607; 360-313-4626; 360-313-4666; 360-313-4584,http://arts.vansd.org; http://arts.vansd.org; https://arts.vansd.org/directory-and-staff/; http://arts.vansd.org/directory; http://arts.vansd.org/staff,Error fetching http://arts.vansd.org/contact-us: HTTPError; Error fetching http://arts.vansd.org/contactus: HTTPError
http://www.vansd.org/,Vancouver Public Schools,360-313-1000; 360-313-1401; 360-313-1234; 360-313-1001; 360-313-4730; 360-313-1044; 360-313-1080; 360-313-2700; 360-313-1190; 360-313-1350; 360-313-1230; 360-313-1011; 360-313-4710; 360-313-1250; 360-313-1020; 360-313-4896; 360-313-4893; 360-313-1010; 360-313-1330; 360-313-1040; 360-313-4800; 360-313-4777; 360-313-4750; 360-313-4724; 360-313-1311; 360-313-1341; 360-313-1220; 360-313-1240,https://vansd.org/district-directory/,Error fetching http://www.vansd.org/contactus: HTTPError
http://myseatech.com,"Home - SEATech Skills Center - Walla Walla, Washington",(509) 526-2000; (509) 525-1023; 855-976-8772,http://myseatech.com,Error fetching http://myseatech.com/about-seatech/intro: HTTPError; Error fetching http://myseatech.com/about-seatech/conferences: HTTPError; Error fetching http://myseatech.com/about-seatech/partner-districts: HTTPError; Error fetching http://myseatech.com/about-seatech/school-hours-bell-schedule: HTTPError; Error fetching http://myseatech.com/about-seatech/school-year-calendar: HTTPError; Error fetching http://myseatech.com/about-seatech/studentparent-resource-guide: HTTPError; Error fetching http://myseatech.com/contact: HTTPError; Error fetching http://myseatech.com/contact-us: HTTPError; Error fetching http://myseatech.com/contactus: HTTPError; Error fetching http://myseatech.com/directory: HTTPError
http://whs.wapatosd.org,WAPATO HIGH SCHOOL - Home,Not found,,Error fetching http://whs.wapatosd.org/contact: HTTPError; Error fetching http://whs.wapatosd.org/contact-us: HTTPError; Error fetching http://whs.wapatosd.org/contactus: HTTPError; Error fetching http://whs.wapatosd.org/directory: HTTPError
http://simcoe.wapatosd.org,SIMCOE ELEMENTARY - Home,Not found,,Error fetching http://simcoe.wapatosd.org/contact: HTTPError; Error fetching http://simcoe.wapatosd.org/contact-us: HTTPError; Error fetching http://simcoe.wapatosd.org/contactus: HTTPError; Error fetching http://simcoe.wapatosd.org/directory: HTTPError
http://www.wenatcheeschools.org/lin/,Welcome to Lincoln Elementary School | Lincoln Elementary School,509.663.5710; 509.662.6831; 509.663.8161; 509.663.3082,http://www.wenatcheeschools.org/lin/; http://www.wenatcheeschools.org/lin/about/; http://www.wenatcheeschools.org/lin/staff-directory; http://www.wenatcheeschools.org/lin/staff-links; http://www.wenatcheeschools.org/district-calendars; http://www.wenatcheeschools.org/about/contact; http://www.wenatcheeschools.org/,Error fetching http://www.wenatcheeschools.org/contact: HTTPError; Error fetching http://www.wenatcheeschools.org/contact-us: HTTPError; Error fetching http://www.wenatcheeschools.org/contactus: HTTPError; Error fetching http://www.wenatcheeschools.org/directory: HTTPError
http://www.wenatcheeschools.org/wia/index,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.wenatcheeschools.org/wia/index
http://www.wvsd208.org/cw/sitehome/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.wvsd208.org/cw/sitehome/
http://www.wvsd208.org/mv/sitehome/,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.wvsd208.org/mv/sitehome/
http://www.zillahschools.org/,Zillah School District,(509) 829-5911; (509) 829-6290; (509) 829-5565; (509) 829-5511,http://www.zillahschools.org/; http://www.zillahschools.org/; http://www.zillahschools.org/apps/pages/index.jsp?uREC_ID=1790944&type=d&pREC_ID=1963917; http://www.zillahschools.org/apps/pages/index.jsp?uREC_ID=1819899&type=d; https://www.zillahschools.org/apps/pages/index.jsp?uREC_ID=2582846&type=d&pREC_ID=2263393; http://www.zillahschools.org/apps/staff/,Error fetching http://www.zillahschools.org/contact: HTTPError; Error fetching http://www.zillahschools.org/contact-us: HTTPError; Error fetching http://www.zillahschools.org/contactus: HTTPError; Error fetching http://www.zillahschools.org/directory: HTTPError; Error fetching http://www.zillahschools.org/staff: HTTPError
http://www.kelso.wednet.edu/coweeman,Client Challenge,Not found,,
http://www.kelso.wednet.edu/wallace,Client Challenge,Not found,,
http://www.Nextgenzone.org,Next Generation Zone – Preparing Tomorrow's Workforce,(509) 340-7800; (509) 893-5426,http://www.Nextgenzone.org; https://nextgenzone.org/contact-us/; https://nextgenzone.org/about-us/; https://nextgenzone.org/about-us/meet-the-team/; https://nextgenzone.org/about-us/success-stories/; https://nextgenzone.org/about-us/ycrn/; https://nextgenzone.org/about-us/partners/; http://www.Nextgenzone.org/contact-us,Error fetching http://www.Nextgenzone.org/contact: HTTPError; Error fetching http://www.Nextgenzone.org/contactus: HTTPError; Error fetching http://www.Nextgenzone.org/directory: HTTPError
http://www.bates.ctc.edu,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='www.bates.ctc.edu', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032F396050>: Failed to resolve 'www.bates.ctc.edu' ([Errno 11002] getaddrinfo failed)""))"
http://www.cptc.edu,Clover Park Technical College | Clover Park Technical College,Not found,,Error fetching http://www.cptc.edu/contact: HTTPError; Error fetching http://www.cptc.edu/contact-us: HTTPError; Error fetching http://www.cptc.edu/contactus: HTTPError; Error fetching http://www.cptc.edu/staff: HTTPError
http://fid.asd103.org,,Not found,,Homepage error: HTTPError: 403 Client Error: Forbidden for url: http://fid.asd103.org/
http://www.asd.wednet.edu/pioneer,Client Challenge,Not found,,
http://asd.wednet.edu,Client Challenge,Not found,,
http://www.auburn.wednet.edu/Domain/11,Home - West Auburn High School,(253) 931-4990; (253) 931-4707; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/Domain/11; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/for-staff; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/for-families-students/title-ilap-west-auburn/district-complaint-procedures/asd-citizen-complaint-process: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://www.auburn.wednet.edu/Domain/26,Home - Lea Hill Elementary School,(253) 931-4982; (253) 931-4733; (253) 931-4900; (253) 931-8006; 253-931-4712; (253) 453-5582; 253-931-4950; 425-276-1735; 253-887-3678; 425-272-5573,http://www.auburn.wednet.edu/Domain/26; https://www.auburn.wednet.edu/our-district/2025-26-school-bell-schedules; https://www.auburn.wednet.edu/district-departments/health-services; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/highly-capable-programs; https://www.auburn.wednet.edu/district-departments/student-learning/student-learning/interpreter-and-translation-services; http://www.auburn.wednet.edu/contact-us,Error fetching http://www.auburn.wednet.edu/our-school: HTTPError; Error fetching http://www.auburn.wednet.edu/our-school/our-history/administration-and-staff: HTTPError; Error fetching http://www.auburn.wednet.edu/contact: HTTPError; Error fetching http://www.auburn.wednet.edu/contactus: HTTPError; Error fetching http://www.auburn.wednet.edu/directory: HTTPError
http://bhs.bethelsd.org,Home - Bethel High School,Not found,,Error fetching http://bhs.bethelsd.org/contact: HTTPError; Error fetching http://bhs.bethelsd.org/contact-us: HTTPError; Error fetching http://bhs.bethelsd.org/contactus: HTTPError; Error fetching http://bhs.bethelsd.org/directory: HTTPError; Error fetching http://bhs.bethelsd.org/staff: HTTPError; Error fetching http://bhs.bethelsd.org/about: HTTPError
http://ep.bethelsd.org,,Not found,,"Homepage error: ConnectionError: HTTPConnectionPool(host='ep.bethelsd.org', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000002032CD0FCD0>: Failed to resolve 'ep.bethelsd.org' ([Errno 11001] getaddrinfo failed)""))"
http://www.blainesd.org/o/point-roberts-primary-school,Client Challenge,Not found,,
http://camas.wednet.edu/lacamas/index/htm,Client Challenge,Not found,,
http://camas.wednet.edu/sky/index/htm,Client Challenge,Not found,,
http://camas.wednet.edu/prunehill/index/htm,Client Challenge,Not found,,
http://www.cvsd.org/,Central Valley School District,Not found,,Error fetching http://www.cvsd.org/contact: HTTPError; Error fetching http://www.cvsd.org/contact-us: HTTPError; Error fetching http://www.cvsd.org/directory: HTTPError
http://www.csd400.org,Columbia School District #400 - Home,509-545-8573; 509-545-6553; 509-547-2136; 509-546-0603; 509-545-8571; 509-547-4277; 509-547-9393; 509-545-6382; 509-975-7070; +1 509-547-2136,http://www.csd400.org/contact,Error fetching http://www.csd400.org/contact-us: HTTPError; Error fetching http://www.csd400.org/contactus: HTTPError; Error fetching http://www.csd400.org/directory: HTTPError
http://www.concrete.k12.wa.us/hs.html,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.concrete.k12.wa.us/en-US/hs.html
http://www.concrete.k12.wa.us/specialed.htm,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.concrete.k12.wa.us/en-US/specialed.htm
http://www.dieringer.wednet.edu/Domain/9,,Not found,,Homepage error: HTTPError: 404 Client Error: Not Found for url: https://www.dieringer.wednet.edu/Domain/9
http://www.everettsd.org/eisenhower,Eisenhower Middle School / Homepage,425-385-7500; 425-385-7502; 425-385-7510; 425-385-7629; 425-385-4000; 425-385-7614; 425-385-7639; 425-385-7504; 425-385-7642; 425-385-7544; 425-385-7514; 425-385-7517; 425-385-7626; 425-385-7534; 425-385-7607; 425-385-7636; 425-385-7501; 425-385-7656; 425-385-7507; 425-385-7620; 425-385-7506; 425-385-7518; 425-385-7618; 425-385-7515; 425-385-7531; 425-385-7641; 425-385-7609; 425-385-7541; 425-385-7619; 425-385-7637; 425-385-7613; 425-385-7536; 425-385-7611; 425-385-7635; 425-385-7608; 425-385-7549; 425-385-7606; 425-385-7603; 425-385-7643; 425-385-7616; 425-385-7631; 425-385-7520; 425-385-7535; 425-385-7602; 425-385-7601; 425-385-7610; 425-385-7617; 425-385-7627; 425-385-7615; 425-385-7621; 425-385-7612; 425-385-7533; 425-385-7632; 425-385-7638; 425-385-7644; 425-385-7513,http://www.everettsd.org/eisenhower; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/366; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=12&ChannelID=365&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=18&DomainID=12#calendar12/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=18&DomainID=12#calendar12/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/northms,North Middle School / Homepage,425-385-4800; 425-385-4802; 425-385-4805; 425-385-4000; 425-385-4820; 425-385-4400; 425-385-4803; 425-385-7500; 425-385-4890; 425-385-4823,http://www.everettsd.org/northms; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/206; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=16&ChannelID=205&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=26&DomainID=16#calendar16/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=26&DomainID=16#calendar16/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/jefferson,Jefferson Elementary School / Homepage,425-385-7400; 425-385-7402; 425-385-4000; 425-385-5400; 425-626-0941; 425-385-7415; 425-385-6900,http://www.everettsd.org/jefferson; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1404; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=24&ChannelID=323&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=42&DomainID=24#calendar24/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=42&DomainID=24#calendar24/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/madison,Madison Elementary School / Homepage,425-385-5900; 425-385-5902; 425-385-5905; 425-385-4000; 425-385-5954; 425-302-5900; 425-385-5978; 425-385-5910; 425-385-5933; 425-385-5400,http://www.everettsd.org/madison; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1398; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=26&ChannelID=311&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=46&DomainID=26#calendar26/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=46&DomainID=26#calendar26/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
http://www.everettsd.org/viewridge,View Ridge Elementary School / Homepage,425-385-5400; 425-385-5402; 425-385-4000; 425-385-5431; 425-385-5900; 425-385-5401; 425-385-4388,http://www.everettsd.org/viewridge; https://www.everettsd.org/Domain/4; http://www.everettsd.org/domain/1382; http://www.everettsd.org/site/Default.aspx?PageType=1&SiteID=31&ChannelID=280&DirectoryType=6; http://www.everettsd.org/; https://www.everettsd.org/site/Default.aspx?PageID=56&DomainID=31#calendar31/20260216/event/300159; https://www.everettsd.org/site/Default.aspx?PageID=56&DomainID=31#calendar31/20260217/event/300159,Error fetching http://www.everettsd.org/contact: HTTPError; Error fetching http://www.everettsd.org/contact-us: HTTPError; Error fetching http://www.everettsd.org/contactus: HTTPError; Error fetching http://www.everettsd.org/directory: HTTPError
